signal_date,structure,hold_sessions,status,reason,entry_date,exit_date,expiration,legs,net_entry_usd,net_exit_usd,risk_usd,pnl_usd,return_on_risk
2016-06-14,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2016-06-15,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2016-06-28,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2016-09-09,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2016-09-12,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2016-09-13,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2016-10-11,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2016-10-13,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2016-11-01,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2016-12-30,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2017-03-21,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2017-03-22,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2017-03-23,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2017-05-17,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2017-05-18,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2017-08-10,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2017-08-11,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2017-08-17,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2017-08-18,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2017-08-21,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-01-31,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-02-28,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-03-02,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-03-14,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-03-15,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-03-19,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-03-20,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-03-21,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-04-20,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-04-24,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-04-25,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-05-29,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-06-25,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-06-27,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-07-30,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-08-13,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-10-05,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-10-08,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2018-10-22,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-03-06,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-03-07,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-03-08,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-03-22,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-03-26,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-05-24,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-05-28,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-05-29,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-05-30,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-06-25,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-06-26,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-07-31,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-08-01,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-08-02,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-08-07,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-08-16,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-08-23,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-08-26,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-08-27,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-09-24,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-10-01,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-10-02,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-10-03,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-10-09,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2019-12-03,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2020-01-28,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2020-06-12,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2020-06-15,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2020-06-26,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2020-09-03,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2020-09-04,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2020-09-08,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2020-09-21,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2020-09-23,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2020-10-15,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2020-10-19,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2020-10-20,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2020-12-11,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-01-28,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-01-29,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-02-22,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-02-25,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-02-26,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-03-04,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-03-18,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-03-19,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-05-04,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-05-11,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-05-12,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-05-13,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-05-19,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-06-18,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-07-19,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-08-18,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-08-19,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-09-10,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-09-20,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-09-21,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-09-28,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-09-29,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-09-30,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-11-10,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-11-26,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-11-30,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-12-02,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2021-12-20,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2022-01-05,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2022-01-06,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2022-01-07,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2022-01-18,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2022-01-19,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2022-01-20,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2022-01-24,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2022-04-06,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2022-04-07,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2023-02-10,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2023-02-17,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2023-02-21,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2023-02-22,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2023-02-23,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2023-03-09,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2023-04-25,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2023-04-26,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2023-05-03,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2023-05-04,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2023-05-23,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2023-05-24,call_debit_spread,2,rejected,no_chain_for_entry_date,,,,,,,,,
2023-07-07,call_debit_spread,2,filled,,2023-07-10,2023-07-12,2023-07-17,+440C/-449C,-257.17,586.58,257.17,329.4,1.2808
2023-08-02,call_debit_spread,2,filled,,2023-08-03,2023-08-07,2023-08-10,+449C/-458C,-364.17,335.83,364.17,-28.35,-0.0778
2023-08-03,call_debit_spread,2,skipped,position_open,,,,,,,,,
2023-08-04,call_debit_spread,2,skipped,position_open,,,,,,,,,
2023-08-16,call_debit_spread,2,filled,,2023-08-17,2023-08-21,2023-08-24,+436C/-445C,-337.17,408.83,337.17,71.65,0.2125
2023-08-17,call_debit_spread,2,skipped,position_open,,,,,,,,,
2023-08-18,call_debit_spread,2,skipped,position_open,,,,,,,,,
2023-09-07,call_debit_spread,2,filled,,2023-09-08,2023-09-12,2023-09-15,+446C/-455C,-243.17,211.83,243.18,-31.35,-0.1289
2023-09-19,call_debit_spread,2,filled,,2023-09-20,2023-09-22,2023-09-27,+439C/-448C,-265.8,19.45,265.8,-246.35,-0.9268
2023-09-20,call_debit_spread,2,skipped,position_open,,,,,,,,,
2023-09-21,call_debit_spread,2,skipped,position_open,,,,,,,,,
2023-09-22,call_debit_spread,2,skipped,position_open,,,,,,,,,
2023-09-25,call_debit_spread,2,filled,,2023-09-26,2023-09-28,2023-10-03,+426C/-435C,-365.8,394.95,365.8,29.15,0.0797
2023-09-26,call_debit_spread,2,skipped,position_open,,,,,,,,,
2023-09-27,call_debit_spread,2,skipped,position_open,,,,,,,,,
2023-10-03,call_debit_spread,2,filled,,2023-10-04,2023-10-06,2023-10-11,+425C/-433C,-293.18,459.08,293.18,165.9,0.5659
2023-10-19,call_debit_spread,2,filled,,2023-10-20,2023-10-24,2023-10-27,+421C/-429C,-332.17,386.95,332.17,54.78,0.1649
2023-10-20,call_debit_spread,2,skipped,position_open,,,,,,,,,
2023-10-23,call_debit_spread,2,skipped,position_open,,,,,,,,,
2024-01-03,call_debit_spread,2,filled,,2024-01-04,2024-01-08,2024-01-11,+467C/-476C,-304.43,648.33,304.43,343.9,1.1297
2024-01-04,call_debit_spread,2,skipped,position_open,,,,,,,,,
2024-04-04,call_debit_spread,2,filled,,2024-04-05,2024-04-09,2024-04-12,+518C/-528C,-388.8,415.2,388.8,26.4,0.0679
2024-04-12,call_debit_spread,2,filled,,2024-04-15,2024-04-17,2024-04-22,+505C/-515C,-365.67,159.82,365.67,-205.85,-0.5629
2024-04-15,call_debit_spread,2,skipped,position_open,,,,,,,,,
2024-04-16,call_debit_spread,2,skipped,position_open,,,,,,,,,
2024-04-17,call_debit_spread,2,skipped,position_open,,,,,,,,,
2024-05-30,call_debit_spread,2,filled,,2024-05-31,2024-06-04,2024-06-07,+527.5C/-538C,-317.42,331.2,317.42,13.78,0.0434
2024-07-18,call_debit_spread,2,filled,,2024-07-19,2024-07-23,2024-07-26,+549C/-560C,-349.8,529.33,349.8,179.53,0.5132
2024-07-19,call_debit_spread,2,skipped,position_open,,,,,,,,,
2024-07-24,call_debit_spread,2,filled,,2024-07-25,2024-07-29,2024-08-01,+538C/-549C,-454.05,622.45,454.05,168.4,0.3709
2024-07-25,call_debit_spread,2,skipped,position_open,,,,,,,,,
2024-07-26,call_debit_spread,2,skipped,position_open,,,,,,,,,
2024-09-03,call_debit_spread,2,filled,,2024-09-04,2024-09-06,2024-09-11,+551C/-562C,-418.05,68.2,418.05,-349.85,-0.8369
2024-09-04,call_debit_spread,2,skipped,position_open,,,,,,,,,
2024-09-05,call_debit_spread,2,skipped,position_open,,,,,,,,,
2024-09-06,call_debit_spread,2,skipped,position_open,,,,,,,,,
2024-10-03,call_debit_spread,2,filled,,2024-10-04,2024-10-08,2024-10-11,+573C/-584C,-419.8,350.2,419.8,-69.6,-0.1658
