date,spy_close,spy_adj_close,spy_ret3,sma200,vix,vix_ret3,vix3m,fwd_2s,fwd_3s,fwd_5s,fwd_10s,fwd_15s
2012-04-09,138.22,107.8562,-0.0215,98.32,18.81,0.2011,21.21,-0.0088,0.0041,-0.0085,-0.0103,0.0119
2012-04-10,135.9,106.0458,-0.0283,98.36,20.39,0.2403,22.62,0.0213,0.0091,0.0234,0.0104,0.0356
2012-04-11,137,106.9042,-0.02,98.41,20.02,0.1988,22.47,0.001,0.0004,0.0118,0.016,0.0242
2012-05-04,137,106.9042,-0.0266,98.98,19.16,0.1542,20.72,-0.0033,-0.0092,-0.0101,-0.053,-0.0358
2012-05-07,137.1,106.9822,-0.0229,99,18.94,0.122,20.45,-0.0099,-0.0079,-0.0218,-0.0374,-0.0248
2012-05-08,136.55,106.5531,-0.0194,99.02,19.05,0.0849,20.81,-0.0039,-0.0069,-0.0235,-0.0319,-0.0351
2012-05-14,134.11,104.6491,-0.012,99.1,21.87,0.0891,22.97,-0.0095,-0.0242,-0.016,-0.0031,-0.0376
2012-05-15,133.34,104.0482,-0.0197,99.13,21.97,0.1668,23.92,-0.0186,-0.027,-0.0085,-0.0118,-0.0103
2012-05-16,132.83,103.6502,-0.0205,99.15,22.27,0.1197,24.92,-0.0233,-0.0065,-0.0042,-0.0102,-0.0059
2012-05-17,130.86,102.113,-0.0242,99.18,24.49,0.1198,26.41,0.0085,0.0102,0.0128,-0.0206,0.0171
2012-05-18,129.74,101.2391,-0.027,99.2,25.1,0.1425,27.66,0.019,0.0195,0.0182,-0.0126,0.0129
2012-06-01,128.16,100.0061,-0.0414,99.76,26.66,0.2677,28.47,0.0071,0.0297,0.0385,0.0521,0.0468
2012-06-04,128.1,99.9593,-0.0278,99.8,26.12,0.082,28.12,0.0302,0.0308,0.0258,0.0546,0.0304
2012-06-21,132.44,103.8814,-0.0146,100.69,20.08,0.0961,23.16,-0.0085,-0.0035,0.0026,0.023,0.025
2012-06-25,131.32,103.0029,-0.0307,100.81,20.38,0.1821,23.03,0.0141,0.0112,0.0395,0.0215,0.0384
2012-07-09,135.32,106.1404,-0.0152,101.46,17.98,0.0792,20.37,-0.0086,-0.0134,0.0008,-0.0017,0.0248
2012-07-10,134.14,105.2148,-0.0194,101.55,18.72,0.0697,20.87,-0.0047,0.012,0.0165,-0.0016,0.0266
2012-07-23,135.09,105.9599,-0.0166,102.37,18.62,0.1522,21.18,-0.0084,0.008,0.0266,0.0335,0.042
2012-07-24,133.93,105.0501,-0.0276,102.44,20.47,0.3249,22.26,0.0167,0.0355,0.0282,0.0477,0.0512
2012-07-25,133.96,105.0736,-0.0184,102.52,19.34,0.1887,21.88,0.0352,0.0352,0.0271,0.0487,0.0522
2012-08-23,140.66,110.3289,-0.0108,104.05,15.96,0.1384,20.09,0.0063,0.0053,-0.0012,0.0261,0.0468
2012-09-25,144.1,113.6304,-0.0125,106,15.43,0.0967,17.6,0.0037,-0.0009,0.0028,0.0007,0.01
2012-09-26,143.29,112.9917,-0.0177,106.08,16.81,0.2024,18.5,0.0047,0.0074,0.0126,-0.0001,0.0203
2012-10-09,144.2,113.7093,-0.0132,106.94,16.37,0.1251,18.01,-0.0058,-0.0091,0.0093,-0.0193,-0.0095
2012-10-10,143.28,112.9838,-0.0196,107.01,16.29,0.1368,18.13,-0.0027,0.0056,0.0204,-0.0158,-0.012
2012-10-19,143.39,113.0706,-0.0148,107.56,17.06,0.1209,18.12,-0.0137,-0.0165,-0.0142,-0.003,-0.0391
2012-10-22,143.41,113.0864,-0.0191,107.63,16.62,0.1029,17.87,-0.0167,-0.0138,-0.0144,-0.0257,-0.0522
2012-10-23,141.42,111.5171,-0.0302,107.69,18.83,0.2528,19.45,0.0001,-0.0005,0.01,-0.0239,-0.0404
2012-10-24,141.02,111.2017,-0.0165,107.74,18.33,0.0744,19.27,0.0023,0.0023,0.0038,-0.0203,-0.033
2012-10-25,141.43,111.525,-0.0138,107.8,18.12,0.0903,19.11,-0.0006,0.0099,0.003,-0.0223,-0.0163
2012-11-07,139.72,110.1766,-0.013,108.16,19.08,0.0847,19.81,-0.0112,-0.0104,-0.0271,-0.0019,0.0172
2012-11-09,138.16,108.9465,-0.0336,108.22,18.61,0.0586,20.07,-0.0027,-0.0161,-0.013,0.0209,0.0238
2012-12-21,142.79,113.396,-0.0108,109.15,17.84,0.1458,18.87,-0.0073,-0.0086,-0.0027,0.0193,0.03
2012-12-26,141.75,112.5702,-0.0163,109.21,19.48,0.1024,19.93,-0.0121,0.0047,0.0281,0.0376,0.0441
2013-02-21,150.42,119.4554,-0.0111,110.99,15.22,0.2215,15.71,-0.0094,-0.0027,0.0079,0.029,0.0419
2013-04-05,155.16,123.7677,-0.0106,113.9,13.92,0.0892,15.38,0.0102,0.0226,0.0235,0.0021,0.0199
2013-04-16,157.41,125.5624,-0.0112,114.63,13.96,0.1405,15.1,-0.0208,-0.0123,0.0024,0.0144,0.033
2013-04-17,155.11,123.7278,-0.0232,114.73,16.51,0.369,16.93,0.0024,0.0068,0.0179,0.0204,0.0531
2013-04-19,155.48,124.0229,-0.0123,114.91,14.97,0.0723,16.17,0.0148,0.0154,0.0178,0.0379,0.051
2013-05-31,163.45,130.3804,-0.0171,118.15,16.3,0.1257,17.13,0.0007,-0.0133,0.0083,-0.0017,-0.0216
2013-06-04,163.56,130.4682,-0.0137,118.36,16.27,0.1198,17.26,-0.0051,0.0076,-0.0028,0.0133,-0.0254
2013-06-05,161.27,128.6415,-0.0133,118.45,17.5,0.0736,18,0.0219,0.0219,0.003,0.0135,-0.0018
2013-06-12,161.75,129.0243,-0.0185,118.92,18.59,0.2279,19.07,0.0088,0.0166,0.0105,-0.0047,0.0024
2013-06-21,159.07,127.558,-0.0352,119.6,18.9,0.1379,19.49,-0.0031,0.0067,0.0085,0.0307,0.0571
2013-06-24,157.06,125.9462,-0.034,119.67,20.11,0.2085,20.73,0.0196,0.0256,0.0274,0.0514,0.0666
2013-08-07,169.18,135.6651,-0.0104,122.69,12.98,0.0835,14.81,0.0008,-0.0004,-0.0026,-0.0273,-0.0311
2013-08-15,166.38,133.4198,-0.0161,123.38,14.73,0.1499,16.24,-0.0097,-0.0048,-0.0019,-0.0133,-0.002
2013-08-16,165.83,132.9789,-0.0223,123.49,14.37,0.1673,15.94,-0.0015,-0.0077,0.0048,-0.0131,0.0109
2013-08-19,164.77,132.1288,-0.0235,123.59,15.1,0.158,16.4,-0.0013,0.0078,0.0075,-0.0023,0.0249
2013-08-27,163.33,130.9741,-0.0164,124.23,16.77,0.1362,17.68,0.0051,0.002,0.0148,0.0372,0.0595
2013-08-28,163.91,131.4392,-0.0163,124.34,16.49,0.1795,17.62,-0.0016,0.0029,0.0125,0.0307,0.054
2013-08-29,164.17,131.6476,-0.011,124.45,16.81,0.1214,17.9,0.0013,0.0096,0.0114,0.0314,0.045
2013-09-23,169.93,136.9308,-0.0132,126.46,14.31,0.053,15.92,-0.0052,-0.0014,-0.0113,-0.0147,0.0059
2013-09-24,169.53,136.6085,-0.0139,126.58,14.08,0.0699,15.64,0.0009,-0.0037,-0.0011,-0.0239,0.001
2013-11-07,174.93,140.9599,-0.0107,130.4,13.91,0.0758,15.36,0.0137,0.0116,0.0248,0.0285,0.0347
2013-12-11,178.72,144.0138,-0.0123,133.25,15.42,0.1182,15.99,-0.0034,0.0028,0.0167,0.0343,0.0289
2013-12-12,178.13,143.5384,-0.018,133.36,15.54,0.152,16.12,0.0061,0.0029,0.0189,0.0377,0.0293
2013-12-13,178.11,143.5223,-0.0146,133.48,15.76,0.133,16.27,0.003,0.0202,0.0249,0.0377,0.0357
2014-01-28,179.07,145.0793,-0.0204,136.9,15.8,0.1474,16.2,0.0009,-0.005,-0.0206,0.0163,0.0221
2014-03-13,185.18,150.0295,-0.0158,139.93,16.22,0.1423,17.13,0.0062,0.0134,0.0139,0.0012,0.0231
2014-03-14,184.66,149.6082,-0.0137,140.02,17.82,0.2041,17.93,0.0162,0.0108,0.0128,0.0089,0.0139
2014-04-07,184.34,150.0081,-0.024,141.72,15.57,0.1895,15.9,0.0149,-0.0064,-0.0076,0.0193,0.0185
2014-04-08,185.1,150.6265,-0.0187,141.83,14.89,0.1137,15.53,-0.0105,-0.0194,-0.0049,0.0127,0.0173
2014-04-14,182.94,148.8688,-0.0222,142.27,16.11,0.1657,16.34,0.0174,0.0189,0.0271,0.0263,0.021
2014-05-15,187.4,152.4982,-0.0126,144.39,13.17,0.0769,14.86,0.0072,0.0008,0.0117,0.0282,0.0426
2014-06-12,193.54,157.4946,-0.0104,146.44,12.56,0.1265,14.11,0.0039,0.0067,0.0152,0.0147,0.029
2014-08-04,193.89,158.5355,-0.0157,150.96,15.12,0.1343,15.81,-0.0094,-0.0148,-0.0005,0.0179,0.0325
2014-08-07,191.03,156.1971,-0.0148,151.21,16.66,0.1019,17.22,0.0145,0.0131,0.0248,0.0443,0.0477
2014-09-23,198.01,162.6611,-0.0143,154.28,14.93,0.2411,16.07,-0.0084,-0.0006,-0.005,-0.024,-0.0521
2014-09-25,196.34,161.2892,-0.0141,154.45,15.64,0.1424,16.59,0.0061,0.0035,-0.01,-0.0183,-0.0513
2014-09-29,197.54,162.2749,-0.0101,154.62,15.98,0.2042,16.82,-0.0161,-0.016,-0.0063,-0.0513,-0.0367
2014-10-01,194.35,159.6544,-0.0179,154.79,16.71,0.1253,17.62,0.0112,0.01,0.0118,-0.0408,-0.0085
2014-12-10,203.16,166.8917,-0.0233,158.97,18.53,0.5677,19.14,-0.0112,-0.018,-0.0067,0.0283,0.0168
2014-12-11,204.19,167.7378,-0.0117,159.06,20.08,0.4131,20.72,-0.0229,-0.0308,0.0127,0.0264,-0.0066
2014-12-15,199.51,163.8933,-0.018,159.2,20.42,0.102,21.06,0.0114,0.0364,0.0456,0.0463,0.0196
2014-12-31,205.54,169.7787,-0.0139,160.2,19.2,0.3241,19.74,-0.0186,-0.0278,0.0018,-0.0317,-0.0028
2015-01-02,205.43,169.6879,-0.0158,160.3,17.79,0.1813,19.46,-0.0273,-0.0152,-0.0057,-0.0185,0.0001
2015-01-05,201.72,166.6234,-0.0283,160.37,19.92,0.2513,20.79,0.0029,0.0207,0.0046,0.0017,0.0051
2015-01-06,199.82,165.0539,-0.0278,160.44,21.12,0.1,21.42,0.0304,0.0222,0.0113,0.0163,0.0016
2015-01-07,202.31,167.1107,-0.0152,160.52,19.31,0.0854,20.08,0.0096,0.0017,-0.0072,0.0187,-0.0016
2015-01-13,202.08,166.9207,-0.0186,160.87,20.56,0.2087,21.27,-0.0151,-0.0022,0.0049,-0.0096,0.0098
